vote_number,senator_number,vote
153,35,Yea
153,36,Yea
153,37,Nay
153,38,Nay
153,39,Nay
153,40,Yea
153,41,Yea
153,42,Yea
153,43,Yea
153,44,Not Voting
153,45,Yea
153,46,Yea
153,47,Yea
153,48,Yea
153,49,Yea
152,0,Nay
152,1,Nay
152,2,Yea
152,3,Nay
152,4,Yea
152,5,Yea
152,6,Yea
152,7,Yea
152,8,Yea
152,9,Yea
152,10,Yea
152,11,Yea
152,12,Nay
152,13,Yea
152,14,Yea
152,15,Yea
152,16,Yea
152,17,Nay
152,18,Nay
152,19,Yea
152,50,Yea
152,51,Nay
152,52,Yea
152,53,Yea
152,54,Yea
152,55,Yea
152,56,Yea
152,57,Nay
152,58,Yea
152,29,Yea
152,30,Yea
152,31,Yea
152,32,Yea
152,33,Yea
152,34,Yea
152,35,Yea
152,36,Yea
152,37,Nay
152,38,Nay
152,39,Nay
152,40,Yea
152,41,Yea
152,42,Yea
152,43,Yea
152,44,Nay
152,45,Yea
152,46,Yea
152,47,Yea
152,48,Yea
152,49,Yea
151,0,Yea
151,1,Yea
151,2,Nay
151,3,Yea
151,4,Nay
151,5,Nay
151,6,Yea
151,7,Nay
151,8,Yea
151,9,Nay
151,10,Nay
151,11,Yea
151,12,Yea
151,13,Nay
151,14,Yea
151,15,Yea
151,16,Yea
151,17,Yea
151,18,Not Voting
151,19,Nay
151,50,Yea
151,51,Yea
151,52,Nay
151,53,Nay
151,54,Yea
151,55,Nay
151,56,Nay
151,57,Yea
151,58,Nay
151,29,Yea
151,30,Yea
151,31,Nay
151,32,Nay
151,33,Nay
151,34,Yea
151,35,Yea
151,36,Yea
151,37,Yea
151,38,Yea
151,39,Yea
151,40,Nay
151,41,Nay
151,42,Yea
151,43,Yea
151,44,Yea
151,45,Nay
151,46,Nay
151,47,Nay
151,48,Yea
151,49,Yea
150,0,Yea
150,1,Nay
150,2,Nay
150,3,Nay
150,4,Nay
150,5,Nay
150,6,Not Voting
150,7,Yea
150,8,Yea
150,9,Yea
150,10,Not Voting
150,11,Nay
150,12,Nay
150,13,Yea
150,14,Yea
150,15,Yea
150,16,Yea
150,17,Nay
150,18,Nay
150,19,Yea
150,50,Nay
150,51,Nay
150,52,Yea
150,53,Yea
150,54,Yea
150,55,Yea
150,56,Not Voting
150,57,Nay
150,58,Nay
150,29,Yea
150,30,Yea
150,31,Nay
150,32,Yea
150,33,Yea
150,34,Yea
150,35,Yea
150,36,Yea
150,37,Nay
150,38,Not Voting
150,39,Nay
150,40,Yea
150,41,Yea
150,42,Yea
150,43,Yea
150,44,Nay
150,45,Nay
150,46,Not Voting
150,47,Nay
150,48,Yea
150,49,Yea
149,0,Yea
149,1,Not Voting
149,2,Yea
149,3,Yea
149,4,Yea
149,5,Nay
149,6,Not Voting
149,7,Nay
149,8,Nay
149,9,Yea
149,10,Not Voting
149,11,Yea
149,12,Yea
149,13,Nay
149,14,Nay
149,15,Nay
149,16,Nay
149,17,Yea
149,18,Yea
149,19,Nay
149,50,Yea
149,51,Yea
149,52,Nay
149,53,Nay
149,54,Nay
149,55,Nay
149,56,Not Voting
149,57,Yea
149,58,Yea
149,29,Nay
149,30,Yea
149,31,Yea
149,32,Yea
149,33,Nay
149,34,Nay
149,35,Nay
149,36,Nay
149,37,Yea
149,38,Not Voting
149,39,Yea
149,40,Nay
149,41,Nay
149,42,Yea
149,43,Nay
149,44,Yea
149,45,Yea
149,46,Not Voting
149,47,Yea
149,48,Nay
149,49,Nay
148,0,Yea
148,1,Not Voting
148,2,Yea
148,3,Yea
148,4,Yea
148,5,Yea
148,6,Not Voting
148,7,Nay
148,8,Nay
148,9,Yea
148,10,Not Voting
148,11,Yea
148,12,Yea
148,13,Nay
148,14,Nay
148,15,Nay
148,16,Nay
148,17,Not Voting
148,18,Yea
148,19,Nay
148,50,Yea
148,51,Yea
148,52,Nay
148,53,Nay
148,54,Nay
148,55,Yea
148,56,Not Voting
148,57,Yea
148,58,Yea
148,29,Nay
148,30,Yea
148,31,Yea
148,32,Yea
148,33,Nay
148,34,Nay
148,35,Nay
148,36,Nay
148,37,Yea
148,38,Not Voting
148,39,Yea
148,40,Nay
148,41,Yea
148,42,Yea
148,43,Nay
148,44,Yea
148,45,Yea
148,46,Not Voting
148,47,Yea
148,48,Nay
148,49,Nay
147,0,Nay
147,1,Not Voting
147,2,Nay
147,3,Yea
147,4,Nay
147,5,Nay
147,6,Not Voting
147,7,Nay
147,8,Nay
147,9,Nay
147,10,Not Voting
147,11,Nay
147,12,Nay
147,13,Nay
147,14,Nay
147,15,Nay
147,16,Nay
147,17,Not Voting
147,18,Yea
147,19,Nay
147,50,Nay
147,51,Yea
147,52,Nay
147,53,Nay
147,54,Nay
147,55,Nay
147,56,Not Voting
147,57,Yea
147,58,Nay
147,29,Nay
147,30,Nay
147,31,Nay
147,32,Nay
147,33,Nay
147,34,Nay
147,35,Nay
147,36,Nay
147,37,Nay
147,38,Not Voting
147,39,Yea
147,40,Nay
147,41,Nay
147,42,Nay
147,43,Nay
147,44,Yea
147,45,Nay
147,46,Not Voting
147,47,Nay
147,48,Nay
147,49,Nay
146,0,Yea
146,1,Not Voting
146,2,Yea
146,3,Yea
146,4,Yea
146,5,Nay
146,6,Not Voting
146,7,Nay
146,8,Nay
146,9,Yea
146,10,Not Voting
146,11,Yea
146,12,Nay
146,13,Nay
146,14,Nay
146,15,Nay
146,16,Nay
146,17,Not Voting
146,18,Yea
146,19,Nay
146,50,Yea
146,51,Yea
146,52,Nay
146,53,Nay
146,54,Nay
146,55,Nay
146,56,Not Voting
146,57,Yea
146,58,Yea
146,29,Nay
146,30,Nay
146,31,Yea
146,32,Yea
146,33,Nay
146,34,Nay
146,35,Nay
146,36,Nay
146,37,Yea
146,38,Not Voting
146,39,Yea
146,40,Nay
146,41,Nay
146,42,Nay
146,43,Nay
146,44,Yea
146,45,Yea
146,46,Not Voting
146,47,Yea
146,48,Nay
146,49,Nay
145,0,Nay
145,1,Not Voting
145,2,Nay
145,3,Yea
145,4,Nay
145,5,Nay
145,6,Not Voting
145,7,Nay
145,8,Nay
145,9,Nay
145,10,Not Voting
145,11,Nay
145,12,Nay
145,13,Nay
145,14,Nay
145,15,Nay
145,16,Nay
145,17,Not Voting
145,18,Yea
145,19,Nay
145,50,Nay
145,51,Yea
145,52,Nay
145,53,Nay
145,54,Nay
145,55,Nay
145,56,Not Voting
145,57,Yea
145,58,Nay
145,29,Nay
145,30,Yea
145,31,Nay
145,32,Nay
145,33,Nay
145,34,Nay
145,35,Nay
145,36,Nay
145,37,Nay
145,38,Not Voting
145,39,Yea
145,40,Nay
145,41,Nay
145,42,Yea
145,43,Nay
145,44,Yea
145,45,Nay
145,46,Not Voting
145,47,Nay
145,48,Nay
145,49,Nay
144,0,Nay
144,1,Not Voting
144,2,Nay
144,3,Yea
144,4,Nay
144,5,Nay
144,6,Not Voting
144,7,Nay
144,8,Nay
144,9,Yea
144,10,Not Voting
144,11,Yea
144,12,Yea
144,13,Nay
144,14,Nay
144,15,Nay
144,16,Nay
144,17,Not Voting
144,18,Yea
144,19,Nay
144,50,Yea
144,51,Yea
144,52,Nay
144,53,Nay
144,54,Nay
144,55,Nay
144,56,Not Voting
144,57,Yea
144,58,Yea
144,29,Nay
144,30,Yea
144,31,Yea
144,32,Nay
144,33,Nay
144,34,Nay
144,35,Nay
144,36,Nay
144,37,Yea
144,38,Not Voting
144,39,Nay
144,40,Nay
144,41,Nay
144,42,Yea
144,43,Nay
144,44,Yea
144,45,Yea
144,46,Not Voting
144,47,Yea
144,48,Nay
144,49,Nay
143,0,Nay
143,1,Not Voting
143,2,Yea
143,3,Nay
143,4,Nay
143,5,Yea
143,6,Not Voting
143,7,Yea
143,8,Yea
143,9,Yea
143,10,Not Voting
143,11,Nay
143,12,Nay
143,13,Yea
143,14,Yea
143,15,Yea
143,16,Yea
143,17,Not Voting
143,18,Nay
143,19,Yea
143,50,Nay
143,51,Nay
143,52,Yea
143,53,Yea
143,54,Yea
143,55,Yea
143,56,Not Voting
143,57,Nay
143,58,Nay
143,29,Yea
143,30,Yea
143,31,Nay
143,32,Nay
143,33,Yea
143,34,Yea
143,35,Yea
143,36,Yea
143,37,Nay
143,38,Not Voting
143,39,Nay
143,40,Yea
143,41,Yea
143,42,Yea
143,43,Yea
143,44,Nay
143,45,Nay
143,46,Not Voting
143,47,Yea
143,48,Yea
143,49,Yea
142,0,Yea
142,1,Yea
142,2,Nay
142,3,Yea
142,4,Yea
142,5,Nay
142,6,Yea
142,7,Nay
142,8,Yea
142,9,Nay
142,10,Nay
142,11,Yea
142,12,Yea
142,13,Nay
142,14,Yea
142,15,Yea
142,16,Yea
142,17,Yea
142,18,Yea
142,19,Nay
142,50,Yea
142,51,Yea
142,52,Nay
142,53,Nay
142,54,Yea
142,55,Nay
142,56,Yea
142,57,Yea
142,58,Nay
142,29,Yea
142,30,Yea
142,31,Nay
142,32,Nay
142,33,Nay
142,34,Yea
142,35,Yea
142,36,Yea
142,37,Nay
142,38,Yea
142,39,Yea
142,40,Nay
142,41,Nay
142,42,Yea
142,43,Yea
142,44,Yea
142,45,Nay
142,46,Not Voting
142,47,Nay
142,48,Yea
142,49,Yea
141,0,Nay
141,1,Nay
141,2,Yea
141,3,Nay
141,4,Nay
141,5,Yea
141,6,Yea
141,7,Yea
141,8,Yea
141,9,Yea
141,10,Yea
141,11,Yea
141,12,Nay
141,13,Yea
141,14,Yea
141,15,Yea
141,16,Yea
141,17,Nay
141,18,Nay
141,19,Yea
141,50,Yea
141,51,Nay
141,52,Yea
141,53,Yea
141,54,Yea
141,55,Yea
141,56,Yea
141,57,Nay
141,58,Nay
141,29,Yea
141,30,Yea
141,31,Yea
141,32,Nay
141,33,Yea
141,34,Yea
141,35,Yea
141,36,Yea
141,37,Nay
141,38,Nay
141,39,Nay
141,40,Yea
141,41,Yea
141,42,Yea
141,43,Yea
141,44,Nay
141,45,Nay
141,46,Yea
141,47,Yea
141,48,Yea
141,49,Yea
140,0,Nay
140,1,Nay
140,2,Yea
140,3,Nay
140,4,Yea
140,5,Yea
140,6,Nay
140,7,Yea
140,8,Nay
140,9,Yea
140,10,Yea
140,11,Nay
140,12,Nay
140,13,Yea
140,14,Nay
140,15,Nay
140,16,Nay
140,17,Nay
140,18,Nay
140,19,Yea
140,50,Nay
140,51,Nay
140,52,Yea
140,53,Yea
140,54,Nay
140,55,Yea
140,56,Yea
140,57,Nay
140,58,Yea
140,29,Nay
140,30,Nay
140,31,Yea
140,32,Yea
140,33,Yea
140,34,Nay
140,35,Nay
140,36,Nay
140,37,Yea
140,38,Nay
140,39,Nay
140,40,Yea
140,41,Yea
140,42,Nay
140,43,Nay
140,44,Nay
140,45,Yea
140,46,Yea
140,47,Yea
140,48,Nay
140,49,Nay
139,0,Nay
139,1,Nay
139,2,Yea
139,3,Nay
139,4,Yea
139,5,Yea
139,6,Nay
139,7,Yea
139,8,Nay
139,9,Yea
139,10,Yea
139,11,Nay
139,12,Nay
139,13,Yea
139,14,Nay
139,15,Nay
139,16,Nay
139,17,Nay
139,18,Nay
139,19,Yea
139,50,Nay
139,51,Nay
139,52,Yea
139,53,Yea
139,54,Nay
139,55,Yea
139,56,Yea
139,57,Nay
139,58,Yea
139,29,Nay
139,30,Nay
139,31,Yea
139,32,Yea
139,33,Yea
139,34,Nay
139,35,Nay
139,36,Nay
139,37,Yea
139,38,Nay
139,39,Nay
139,40,Yea
139,41,Yea
139,42,Nay
139,43,Nay
139,44,Nay
139,45,Yea
139,46,Yea
139,47,Yea
139,48,Nay
139,49,Nay
138,0,Yea
138,1,Yea
138,2,Nay
138,3,Yea
138,4,Nay
138,5,Nay
138,6,Yea
138,7,Nay
138,8,Yea
138,9,Nay
138,10,Nay
138,11,Yea
138,12,Yea
138,13,Nay
138,14,Yea
138,15,Yea
138,16,Yea
138,17,Yea
138,18,Yea
138,19,Nay
138,50,Yea
138,51,Yea
138,52,Nay
138,53,Nay
138,54,Yea
138,55,Nay
138,56,Nay
138,57,Yea
138,58,Nay
138,29,Yea
138,30,Yea
138,31,Nay
138,32,Nay
138,33,Nay
138,34,Yea
138,35,Yea
138,36,Yea
138,37,Nay
138,38,Yea
138,39,Yea
138,40,Nay
138,41,Nay
138,42,Yea
138,43,Yea
138,44,Yea
138,45,Nay
138,46,Nay
138,47,Nay
138,48,Yea
138,49,Yea
137,0,Yea
137,1,Yea
137,2,Nay
137,3,Yea
137,4,Nay
137,5,Nay
137,6,Yea
137,7,Nay
137,8,Yea
137,9,Nay
137,10,Nay
137,11,Yea
137,12,Yea
137,13,Nay
137,14,Yea
137,15,Yea
137,16,Yea
137,17,Yea
137,18,Yea
137,19,Nay
137,50,Yea
137,51,Yea
137,52,Nay
137,53,Nay
137,54,Yea
137,55,Nay
137,56,Nay
137,57,Yea
137,58,Nay
137,29,Yea
137,30,Yea
137,31,Nay
137,32,Nay
137,33,Nay
137,34,Yea
137,35,Yea
137,36,Yea
137,37,Nay
137,38,Yea
137,39,Yea
137,40,Nay
137,41,Nay
137,42,Yea
137,43,Yea
137,44,Yea
137,45,Nay
137,46,Nay
137,47,Nay
137,48,Yea
137,49,Yea
136,0,Yea
136,1,Yea
136,2,Nay
136,3,Yea
136,4,Nay
136,5,Nay
136,6,Yea
136,7,Nay
136,8,Yea
136,9,Nay
136,10,Nay
136,11,Yea
136,12,Yea
136,13,Nay
136,14,Yea
136,15,Yea
136,16,Yea
136,17,Yea
136,18,Yea
136,19,Nay
136,50,Yea
136,51,Yea
136,52,Nay
136,53,Nay
136,54,Yea
136,55,Nay
136,56,Nay
136,57,Yea
136,58,Nay
136,29,Yea
136,30,Yea
136,31,Nay
136,32,Nay
136,33,Nay
136,34,Yea
136,35,Yea
136,36,Yea
136,37,Nay
136,38,Yea
136,39,Yea
136,40,Nay
136,41,Nay
136,42,Yea
136,43,Yea
136,44,Yea
136,45,Nay
136,46,Nay
136,47,Nay
136,48,Yea
136,49,Yea
135,0,Yea
135,1,Yea
135,2,Nay
135,3,Yea
135,4,Nay
135,5,Nay
135,6,Yea
135,7,Nay
135,8,Yea
135,9,Nay
135,10,Nay
135,11,Yea
135,12,Yea
135,13,Nay
135,14,Yea
135,15,Yea
135,16,Yea
135,17,Yea
135,18,Yea
135,19,Nay
135,50,Yea
135,51,Yea
135,52,Nay
135,53,Nay
135,54,Yea
135,55,Nay
135,56,Nay
135,57,Yea
135,58,Nay
135,29,Yea
135,30,Yea
135,31,Nay
135,32,Nay
135,33,Nay
135,34,Yea
135,35,Yea
135,36,Yea
135,37,Nay
135,38,Yea
135,39,Yea
135,40,Nay
135,41,Nay
135,42,Yea
135,43,Yea
135,44,Yea
135,45,Nay
135,46,Nay
135,47,Nay
135,48,Yea
135,49,Yea
134,0,Yea
134,1,Yea
134,2,Nay
134,3,Yea
134,4,Nay
134,5,Nay
134,6,Yea
134,7,Nay
134,8,Yea
134,9,Nay
134,10,Nay
134,11,Yea
134,12,Yea
134,13,Nay
134,14,Yea
134,15,Yea
134,16,Yea
134,17,Yea
134,18,Yea
134,19,Nay
134,50,Yea
134,51,Yea
134,52,Nay
134,53,Nay
134,54,Yea
134,55,Nay
134,56,Nay
134,57,Yea
134,58,Nay
134,29,Yea
134,30,Yea
134,31,Nay
134,32,Nay
134,33,Nay
134,34,Yea
134,35,Yea
134,36,Yea
134,37,Nay
134,38,Yea
134,39,Yea
134,40,Nay
134,41,Nay
134,42,Yea
134,43,Yea
134,44,Yea
134,45,Nay
134,46,Nay
134,47,Nay
134,48,Yea
134,49,Yea
133,0,Yea
133,1,Yea
133,2,Nay
133,3,Yea
133,4,Nay
133,5,Nay
133,6,Yea
133,7,Nay
133,8,Yea
133,9,Nay
133,10,Nay
133,11,Yea
133,12,Yea
133,13,Nay
133,14,Yea
133,15,Yea
133,16,Yea
133,17,Yea
133,18,Yea
133,19,Nay
133,50,Yea
133,51,Yea
133,52,Nay
133,53,Nay
133,54,Yea
133,55,Nay
133,56,Nay
133,57,Yea
133,58,Nay
133,29,Yea
133,30,Yea
133,31,Nay
133,32,Nay
133,33,Nay
133,34,Yea
133,35,Yea
133,36,Yea
133,37,Nay
133,38,Yea
133,39,Yea
133,40,Nay
133,41,Nay
133,42,Yea
133,43,Yea
133,44,Yea
133,45,Nay
133,46,Nay
133,47,Nay
133,48,Yea
133,49,Yea
132,0,Nay
132,1,Nay
132,2,Yea
132,3,Nay
132,4,Yea
132,5,Yea
132,6,Nay
132,7,Yea
132,8,Nay
132,9,Yea
132,10,Yea
132,11,Nay
132,12,Nay
132,13,Yea
132,14,Nay
132,15,Nay
132,16,Nay
132,17,Nay
132,18,Nay
132,19,Yea
132,50,Nay
132,51,Nay
132,52,Yea
132,53,Yea
132,54,Nay
132,55,Yea
132,56,Yea
132,57,Nay
132,58,Yea
132,29,Nay
132,30,Present
132,31,Yea
132,32,Yea
132,33,Yea
132,34,Nay
132,35,Nay
132,36,Nay
132,37,Yea
132,38,Nay
132,39,Nay
132,40,Yea
132,41,Yea
132,42,Nay
132,43,Nay
132,44,Nay
132,45,Yea
132,46,Yea
132,47,Yea
132,48,Nay
132,49,Nay
131,0,Yea
131,1,Yea
131,2,Nay
131,3,Yea
131,4,Nay
131,5,Nay
131,6,Yea
131,7,Nay
131,8,Yea
131,9,Nay
131,10,Nay
131,11,Yea
131,12,Yea
131,13,Nay
131,14,Yea
131,15,Yea
131,16,Yea
131,17,Yea
131,18,Yea
131,19,Nay
131,50,Yea
131,51,Yea
131,52,Nay
131,53,Nay
131,54,Yea
131,55,Nay
131,56,Nay
131,57,Yea
131,58,Nay
131,29,Yea
131,30,Yea
131,31,Nay
131,32,Nay
131,33,Nay
131,34,Yea
131,35,Yea
131,36,Yea
131,37,Nay
131,38,Yea
131,39,Yea
131,40,Nay
131,41,Nay
131,42,Yea
131,43,Yea
131,44,Yea
131,45,Nay
131,46,Nay
131,47,Nay
131,48,Yea
131,49,Yea
130,0,Yea
130,1,Yea
130,2,Nay
130,3,Yea
130,4,Nay
130,5,Nay
130,6,Yea
130,7,Nay
130,8,Yea
130,9,Nay
130,10,Nay
130,11,Yea
130,12,Yea
130,13,Nay
130,14,Yea
130,15,Yea
130,16,Yea
130,17,Yea
130,18,Yea
130,19,Nay
130,50,Yea
130,51,Yea
130,52,Nay
130,53,Nay
130,54,Yea
130,55,Nay
130,56,Nay
130,57,Yea
130,58,Nay
130,29,Yea
130,30,Yea
130,31,Nay
130,32,Nay
130,33,Nay
130,34,Yea
130,35,Yea
130,36,Yea
130,37,Nay
130,38,Yea
130,39,Yea
130,40,Nay
130,41,Nay
130,42,Yea
130,43,Yea
130,44,Yea
130,45,Nay
130,46,Nay
130,47,Nay
130,48,Yea
130,49,Yea
129,0,Yea
129,1,Yea
129,2,Nay
129,3,Yea
129,4,Nay
129,5,Nay
129,6,Yea
129,7,Nay
129,8,Yea
129,9,Nay
129,10,Nay
129,11,Yea
129,12,Yea
129,13,Nay
129,14,Yea
129,15,Yea
129,16,Yea
129,17,Yea
129,18,Yea
129,19,Nay
129,50,Yea
129,51,Yea
129,52,Nay
129,53,Nay
129,54,Yea
129,55,Nay
129,56,Nay
129,57,Yea
129,58,Nay
129,29,Yea
129,30,Yea
129,31,Nay
129,32,Nay
129,33,Nay
129,34,Yea
129,35,Yea
129,36,Yea
129,37,Nay
129,38,Yea
129,39,Yea
129,40,Nay
129,41,Nay
129,42,Yea
129,43,Yea
129,44,Yea
129,45,Nay
129,46,Nay
129,47,Nay
129,48,Yea
129,49,Yea
128,0,Nay
128,1,Nay
128,2,Yea
128,3,Nay
128,4,Yea
128,5,Yea
128,6,Nay
128,7,Yea
128,8,Nay
128,9,Yea
128,10,Yea
128,11,Nay
128,12,Nay
128,13,Yea
128,14,Nay
128,15,Nay
128,16,Yea
128,17,Nay
128,18,Nay
128,19,Yea
128,50,Nay
128,51,Nay
128,52,Yea
128,53,Yea
128,54,Yea
128,55,Yea
128,56,Yea
128,57,Nay
128,58,Yea
128,29,Nay
128,30,Yea
128,31,Yea
128,32,Yea
128,33,Yea
128,34,Nay
128,35,Yea
128,36,Yea
128,37,Nay
128,38,Nay
128,39,Nay
128,40,Yea
128,41,Yea
128,42,Nay
128,43,Nay
128,44,Nay
128,45,Yea
128,46,Yea
128,47,Yea
128,48,Nay
128,49,Nay
127,0,Yea
127,1,Yea
127,2,Yea
127,3,Yea
127,4,Yea
127,5,Yea
127,6,Yea
127,7,Yea
127,8,Yea
127,9,Yea
127,10,Yea
127,11,Yea
127,12,Yea
127,13,Yea
127,14,Yea
127,15,Yea
127,16,Yea
127,17,Yea
127,18,Yea
127,19,Yea
127,50,Yea
127,51,Yea
127,52,Yea
127,53,Yea
127,54,Yea
127,55,Yea
127,56,Yea
127,57,Nay
127,58,Yea
127,29,Yea
127,30,Yea
127,31,Yea
127,32,Yea
127,33,Yea
127,34,Yea
127,35,Yea
127,36,Yea
127,37,Yea
127,38,Yea
127,39,Yea
127,40,Yea
127,41,Yea
127,42,Nay
127,43,Yea
127,44,Yea
127,45,Yea
127,46,Yea
127,47,Yea
127,48,Not Voting
127,49,Yea
126,0,Yea
126,1,Yea
126,2,Yea
126,3,Nay
126,4,Yea
126,5,Yea
126,6,Yea
126,7,Yea
126,8,Yea
126,9,Yea
126,10,Yea
126,11,Not Voting
126,12,Yea
126,13,Yea
126,14,Not Voting
126,15,Yea
126,16,Not Voting
126,17,Yea
126,18,Yea
126,19,Yea
126,50,Not Voting
126,51,Yea
126,52,Yea
126,53,Yea
126,54,Yea
126,55,Yea
126,56,Not Voting
126,57,Nay
126,58,Yea
126,29,Yea
126,30,Yea
126,31,Yea
126,32,Yea
126,33,Yea
126,34,Yea
126,35,Yea
126,36,Yea
126,37,Yea
126,38,Not Voting
126,39,Yea
126,40,Not Voting
126,41,Yea
126,42,Nay
126,43,Yea
126,44,Yea
126,45,Yea
126,46,Yea
126,47,Yea
126,48,Yea
126,49,Yea
125,0,Yea
125,1,Yea
125,2,Nay
125,3,Not Voting
125,4,Nay
125,5,Nay
125,6,Yea
125,7,Nay
125,8,Yea
125,9,Nay
125,10,Nay
125,11,Not Voting
125,12,Yea
125,13,Nay
125,14,Yea
125,15,Yea
125,16,Not Voting
125,17,Yea
125,18,Yea
125,19,Nay
125,50,Not Voting
125,51,Yea
125,52,Nay
125,53,Nay
125,54,Yea
125,55,Nay
125,56,Nay
125,57,Yea
125,58,Nay
125,29,Yea
125,30,Nay
125,31,Nay
125,32,Nay
125,33,Nay
125,34,Yea
125,35,Yea
125,36,Yea
125,37,Nay
125,38,Not Voting
125,39,Yea
125,40,Not Voting
125,41,Nay
125,42,Yea
125,43,Yea
125,44,Yea
125,45,Nay
125,46,Nay
125,47,Nay
125,48,Yea
125,49,Not Voting
124,0,Nay
124,1,Nay
124,2,Yea
124,3,Nay
124,4,Yea
124,5,Yea
124,6,Nay
124,7,Yea
124,8,Nay
124,9,Yea
124,10,Yea
124,11,Not Voting
124,12,Nay
124,13,Yea
124,14,Nay
124,15,Nay
124,16,Not Voting
124,17,Nay
124,18,Not Voting
124,19,Yea
124,50,Nay
124,51,Nay
124,52,Yea
124,53,Yea
124,54,Nay
124,55,Yea
124,56,Yea
124,57,Nay
124,58,Not Voting
124,29,Nay
124,30,Not Voting
124,31,Yea
124,32,Yea
124,33,Yea
124,34,Nay
124,35,Not Voting
124,36,Nay
124,37,Not Voting
124,38,Nay
124,39,Nay
124,40,Yea
124,41,Yea
124,42,Nay
124,43,Nay
124,44,Not Voting
124,45,Yea
124,46,Yea
124,47,Yea
124,48,Nay
124,49,Nay
123,0,Nay
123,1,Nay
123,2,Yea
123,3,Nay
123,4,Yea
123,5,Yea
123,6,Nay
123,7,Yea
123,8,Nay
123,9,Yea
123,10,Yea
123,11,Not Voting
123,12,Nay
123,13,Yea
123,14,Nay
123,15,Nay
123,16,Nay
123,17,Nay
123,18,Nay
123,19,Yea
123,50,Nay
123,51,Nay
123,52,Yea
123,53,Yea
123,54,Nay
123,55,Yea
123,56,Yea
123,57,Nay
123,58,Not Voting
123,29,Nay
123,30,Not Voting
123,31,Yea
123,32,Yea
123,33,Yea
123,34,Nay
123,35,Nay
123,36,Nay
123,37,Not Voting
123,38,Nay
123,39,Nay
123,40,Yea
123,41,Yea
123,42,Nay
123,43,Nay
123,44,Nay
123,45,Yea
123,46,Yea
123,47,Yea
123,48,Nay
123,49,Nay
122,0,Yea
122,1,Yea
122,2,Nay
122,3,Yea
122,4,Nay
122,5,Nay
122,6,Yea
122,7,Nay
122,8,Yea
122,9,Nay
122,10,Nay
122,11,Yea
122,12,Yea
122,13,Nay
122,14,Yea
122,15,Yea
122,16,Yea
122,17,Yea
122,18,Nay
122,19,Nay
122,50,Yea
122,51,Yea
122,52,Nay
122,53,Yea
122,54,Yea
122,55,Nay
122,56,Yea
122,57,Yea
122,58,Not Voting
122,29,Yea
122,30,Yea
122,31,Nay
122,32,Nay
122,33,Nay
122,34,Yea
122,35,Yea
122,36,Yea
122,37,Nay
122,38,Yea
122,39,Yea
122,40,Nay
122,41,Nay
122,42,Yea
122,43,Yea
122,44,Yea
122,45,Nay
122,46,Nay
122,47,Nay
122,48,Yea
122,49,Yea
121,0,Yea
121,1,Yea
121,2,Nay
121,3,Yea
121,4,Yea
121,5,Nay
121,6,Yea
121,7,Nay
121,8,Yea
121,9,Nay
121,10,Nay
121,11,Yea
121,12,Yea
121,13,Nay
121,14,Yea
121,15,Yea
121,16,Yea
121,17,Yea
121,18,Yea
121,19,Nay
121,50,Yea
121,51,Yea
121,52,Nay
121,53,Nay
121,54,Yea
121,55,Nay
121,56,Yea
121,57,Yea
121,58,Nay
121,29,Yea
121,30,Yea
121,31,Nay
121,32,Nay
121,33,Nay
121,34,Yea
121,35,Yea
121,36,Yea
121,37,Nay
121,38,Yea
121,39,Yea
121,40,Nay
121,41,Nay
121,42,Yea
121,43,Yea
121,44,Yea
121,45,Nay
121,46,Nay
121,47,Nay
121,48,Yea
121,49,Yea
120,0,Yea
120,1,Yea
120,2,Yea
120,3,Yea
120,4,Yea
120,5,Yea
120,6,Yea
120,7,Yea
120,8,Yea
120,9,Yea
120,10,Yea
120,11,Yea
120,12,Yea
120,13,Yea
120,14,Yea
120,15,Yea
120,16,Yea
120,17,Yea
120,18,Yea
120,19,Yea
120,50,Yea
120,51,Yea
120,52,Yea
120,53,Yea
120,54,Yea
120,55,Yea
120,56,Yea
120,57,Yea
120,58,Yea
120,29,Yea
120,30,Yea
120,31,Yea
120,32,Yea
120,33,Yea
120,34,Yea
120,35,Yea
120,36,Yea
120,37,Yea
120,38,Yea
120,39,Yea
120,40,Yea
120,41,Yea
120,42,Yea
120,43,Yea
120,44,Yea
120,45,Yea
120,46,Yea
120,47,Yea
120,48,Yea
120,49,Yea
119,0,Yea
119,1,Yea
119,2,Yea
119,3,Yea
119,4,Yea
119,5,Yea
119,6,Yea
119,7,Yea
119,8,Yea
119,9,Yea
119,10,Yea
119,11,Yea
119,12,Yea
119,13,Yea
119,14,Yea
119,15,Yea
119,16,Yea
119,17,Yea
119,18,Yea
119,19,Yea
119,50,Yea
119,51,Yea
119,52,Yea
119,53,Yea
119,54,Yea
119,55,Yea
119,56,Yea
119,57,Yea
119,58,Yea
119,29,Yea
119,30,Yea
119,31,Yea
119,32,Yea
119,33,Yea
119,34,Yea
119,35,Yea
119,36,Yea
119,37,Yea
119,38,Yea
119,39,Yea
119,40,Yea
119,41,Yea
119,42,Nay
119,43,Yea
119,44,Yea
119,45,Yea
119,46,Yea
119,47,Yea
119,48,Yea
119,49,Yea
118,0,Nay
118,1,Nay
118,2,Yea
118,3,Nay
118,4,Yea
118,5,Yea
118,6,Nay
118,7,Yea
118,8,Nay
118,9,Yea
118,10,Yea
118,11,Nay
